TEAM,CONF,POSTSEASON,G,W,WIN_PER,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POWER,YEAR,R64,R32,S16,E8,F4,C2,Champions,games_won
Virginia,ACC,R64,34,31,0.9117647058823529,114.6,86.7,0.9612,52.7,44.3,14.0,20.9,27.0,25.6,24.5,26.2,50.1,42.8,38.3,31.0,60.5,11.3,1,1,2018,1,0,0,0,0,0,0,1
Cincinnati,Amer,R32,36,31,0.8611111111111112,111.6,87.7,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,2,0,2018,1,1,0,0,0,0,0,2
Tennessee,SEC,R32,35,26,0.7428571428571429,114.2,92.0,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,3,1,2018,1,1,0,0,0,0,0,2
Arizona,P12,R64,35,27,0.7714285714285715,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,4,1,2018,1,0,0,0,0,0,0,1
Kentucky,SEC,S16,37,26,0.7027027027027027,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5,1,2018,1,1,1,0,0,0,0,3
Miami FL,ACC,R64,32,22,0.6875,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,6,1,2018,1,0,0,0,0,0,0,1
Nevada,MWC,S16,37,29,0.7837837837837838,118.9,102.5,0.8462,54.8,49.4,13.5,18.0,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,70.7,2.5,7,0,2018,1,1,1,0,0,0,0,3
Creighton,BE,R64,32,21,0.65625,116.2,97.4,0.8836,57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,58.7,50.0,37.2,33.6,72.3,2.0,8,1,2018,1,0,0,0,0,0,0,1
Kansas St.,B12,E8,37,25,0.6756756756756757,109.6,93.7,0.8584,52.6,49.1,17.2,21.6,25.9,31.9,33.8,36.8,53.4,48.9,34.1,33.0,66.5,2.5,9,1,2018,1,1,1,1,0,0,0,4
Texas,B12,R64,34,19,0.5588235294117647,109.3,93.7,0.8547,50.0,48.3,17.0,18.0,29.4,29.1,33.0,26.2,51.2,47.5,32.0,33.2,66.6,1.4,10,1,2018,1,0,0,0,0,0,0,1
Loyola Chicago,MVC,F4,37,32,0.8648648648648649,110.5,95.4,0.8444,57.7,47.4,19.1,19.4,22.1,25.9,32.2,25.2,56.6,47.1,39.8,32.0,66.4,2.0,11,0,2018,1,1,1,1,1,0,0,5
Davidson,A10,R64,33,21,0.6363636363636364,117.0,102.3,0.823,57.4,51.2,14.5,16.2,22.6,23.4,24.6,29.6,56.5,50.3,38.9,35.0,65.5,-2.9,12,0,2018,1,0,0,0,0,0,0,1
Buffalo,MAC,R32,35,27,0.7714285714285715,114.5,102.7,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,13,0,2018,1,1,0,0,0,0,0,2
Wright St.,Horz,R64,33,25,0.7575757575757576,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,14,0,2018,1,0,0,0,0,0,0,1
Georgia St.,SB,R64,33,24,0.7272727272727273,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,15,0,2018,1,0,0,0,0,0,0,1
UMBC,AE,R32,33,25,0.7575757575757576,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,16,0,2018,1,1,0,0,0,0,0,2
Kansas,B12,F4,39,31,0.7948717948717948,122.1,96.4,0.9385,57.5,49.1,16.6,18.2,29.4,31.2,27.0,24.6,55.6,48.6,40.1,33.3,69.9,8.2,1,1,2018,1,1,1,1,1,0,0,5
Duke,ACC,E8,37,29,0.7837837837837838,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2,1,2018,1,1,1,1,0,0,0,4
Michigan St.,B10,R32,35,30,0.8571428571428571,118.9,94.3,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,3,1,2018,1,1,0,0,0,0,0,2
Auburn,SEC,R32,34,26,0.7647058823529411,114.0,96.9,0.8672,50.8,49.7,16.4,20.7,32.1,28.0,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,4,1,2018,1,1,0,0,0,0,0,2
Clemson,ACC,S16,35,25,0.7142857142857143,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5,1,2018,1,1,1,0,0,0,0,3
TCU,B12,R64,33,21,0.6363636363636364,119.5,100.5,0.8804,56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,55.1,50.1,39.4,37.6,70.0,2.2,6,1,2018,1,0,0,0,0,0,0,1
Rhode Island,A10,R32,34,26,0.7647058823529411,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,7,0,2018,1,1,0,0,0,0,0,2
Seton Hall,BE,R32,34,22,0.6470588235294118,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,8,1,2018,1,1,0,0,0,0,0,2
North Carolina St.,ACC,R64,33,21,0.6363636363636364,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32.0,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,9,1,2018,1,0,0,0,0,0,0,1
Oklahoma,B12,R64,32,18,0.5625,114.6,99.5,0.835,53.5,51.0,17.3,16.8,28.4,30.0,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,10,1,2018,1,0,0,0,0,0,0,1
Syracuse,ACC,S16,37,23,0.6216216216216216,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11,1,2018,1,1,1,0,0,0,0,3
New Mexico St.,WAC,R64,31,28,0.9032258064516129,106.8,95.0,0.7927,51.6,46.0,17.4,19.0,33.8,22.5,29.1,33.0,52.0,45.7,34.0,31.1,69.4,1.3,12,0,2018,1,0,0,0,0,0,0,1
College of Charleston,CAA,R64,32,26,0.8125,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,13,0,2018,1,0,0,0,0,0,0,1
Bucknell,Pat,R64,35,25,0.7142857142857143,108.0,101.3,0.676,53.9,47.8,17.0,17.0,27.0,27.5,42.6,34.5,55.0,47.0,34.8,33.1,72.9,-3.0,14,0,2018,1,0,0,0,0,0,0,1
Iona,MAAC,R64,34,20,0.5882352941176471,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,15,0,2018,1,0,0,0,0,0,0,1
Penn,Ivy,R64,32,24,0.75,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,16,0,2018,1,0,0,0,0,0,0,1
Xavier,BE,R32,35,29,0.8285714285714286,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,1,1,2018,1,1,0,0,0,0,0,2
North Carolina,ACC,R32,37,26,0.7027027027027027,120.7,97.1,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,2,1,2018,1,1,0,0,0,0,0,2
Michigan,B10,2ND,40,33,0.825,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,3,1,2018,1,1,1,1,1,1,0,6
Gonzaga,WCC,S16,37,32,0.8648648648648649,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,4,0,2018,1,1,1,0,0,0,0,3
Ohio St.,B10,R32,34,25,0.7352941176470589,116.0,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,5,1,2018,1,1,0,0,0,0,0,2
Houston,Amer,R32,35,27,0.7714285714285715,114.8,93.9,0.9097,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,6,0,2018,1,1,0,0,0,0,0,2
Texas A&M,SEC,S16,35,22,0.6285714285714286,111.2,94.7,0.864,51.4,46.9,19.2,15.3,33.9,27.3,32.0,27.6,52.5,45.7,32.9,32.6,70.3,1.9,7,1,2018,1,1,1,0,0,0,0,3
Missouri,SEC,R64,32,20,0.625,111.0,96.0,0.842,54.1,46.7,20.8,16.0,30.3,27.9,38.3,30.3,50.3,45.4,39.0,32.7,66.8,0.4,8,1,2018,1,0,0,0,0,0,0,1
Florida St.,ACC,E8,35,23,0.6571428571428571,113.2,96.4,0.8631,53.2,48.4,17.8,19.4,32.3,29.8,37.0,32.4,53.6,45.4,35.0,35.5,72.5,0.9,9,1,2018,1,1,1,1,0,0,0,4
Providence,BE,R64,35,21,0.6,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,10,1,2018,1,0,0,0,0,0,0,1
San Diego St.,MWC,R64,32,22,0.6875,110.2,94.9,0.8486,51.7,48.6,17.0,19.0,31.6,25.0,35.1,29.6,52.0,47.8,34.1,33.2,70.0,-1.5,11,0,2018,1,0,0,0,0,0,0,1
South Dakota St.,Sum,R64,31,28,0.9032258064516129,113.2,100.4,0.7989,54.3,50.0,14.0,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,12,0,2018,1,0,0,0,0,0,0,1
UNC Greensboro,SC,R64,32,27,0.84375,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,13,0,2018,1,0,0,0,0,0,0,1
Montana,BSky,R64,32,26,0.8125,106.7,98.4,0.7184,51.2,48.4,17.4,21.2,33.5,26.1,38.3,41.4,51.4,46.3,33.7,35.2,69.1,-1.1,14,0,2018,1,0,0,0,0,0,0,1
Lipscomb,ASun,R64,30,23,0.7666666666666667,103.2,101.8,0.5375,51.5,52.0,20.0,19.9,27.4,24.3,40.6,38.4,53.2,52.8,32.7,33.8,75.9,-3.2,15,0,2018,1,0,0,0,0,0,0,1
Texas Southern,SWAC,R64,36,16,0.4444444444444444,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16,0,2018,1,0,0,0,0,0,0,1
Duke,ACC,E8,38,32,0.8421052631578947,118.9,89.2,0.9646,53.6,45.0,17.5,19.4,35.6,29.5,33.2,24.0,58.0,45.0,30.8,29.9,73.6,11.2,1,1,2019,1,1,1,1,0,0,0,4
Michigan St.,B10,F4,39,32,0.8205128205128205,119.9,91.0,0.9597,55.2,43.9,18.5,14.9,33.9,26.4,33.6,27.5,54.3,41.9,37.8,31.6,68.6,10.7,2,1,2019,1,1,1,1,1,0,0,5
LSU,SEC,S16,35,28,0.8,117.9,96.6,0.9081,51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,52.9,49.4,31.9,33.7,71.2,7.3,3,1,2019,1,1,1,0,0,0,0,3
Virginia Tech,ACC,S16,35,26,0.7428571428571429,117.8,93.4,0.9357,55.6,49.0,17.3,21.6,29.6,27.2,31.9,26.3,52.9,49.0,39.4,32.7,65.1,5.0,4,1,2019,1,1,1,0,0,0,0,3
Mississippi St.,SEC,R64,34,23,0.6764705882352942,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,5,1,2019,1,0,0,0,0,0,0,1
Maryland,B10,R32,34,23,0.6764705882352942,111.6,93.3,0.8875,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,67.7,4.2,6,1,2019,1,1,0,0,0,0,0,2
Louisville,ACC,R64,34,20,0.5882352941176471,112.9,93.1,0.9023,50.9,46.7,17.5,16.1,29.1,25.9,34.9,32.0,50.6,46.0,34.2,32.0,68.6,2.3,7,1,2019,1,0,0,0,0,0,0,1
VCU,A10,R64,33,25,0.7575757575757576,104.6,87.6,0.8838,50.1,43.5,20.0,23.4,31.0,30.6,35.7,36.6,53.1,43.8,30.5,28.5,69.7,1.1,8,0,2019,1,0,0,0,0,0,0,1
UCF,Amer,R32,33,24,0.7272727272727273,112.7,93.3,0.898,52.9,45.4,17.6,18.0,29.5,29.6,45.3,29.2,52.0,44.5,36.5,31.3,66.4,2.0,9,0,2019,1,1,0,0,0,0,0,2
Minnesota,B10,R32,36,22,0.6111111111111112,110.4,96.3,0.8284,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34.0,68.8,2.7,10,1,2019,1,1,0,0,0,0,0,2
Belmont,OVC,R64,32,27,0.84375,114.9,101.0,0.8138,57.6,48.7,15.2,16.0,25.3,25.0,28.5,27.4,59.2,47.2,37.0,34.4,72.5,1.2,11,0,2019,1,0,0,0,0,0,0,1
Liberty,BSth,R32,33,29,0.8787878787878788,109.2,99.6,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,12,0,2019,1,1,0,0,0,0,0,2
Saint Louis,A10,R64,36,23,0.6388888888888888,101.3,95.7,0.6599,46.7,46.9,19.3,19.4,36.0,25.1,39.4,33.5,47.2,46.7,30.4,31.4,67.7,-3.2,13,0,2019,1,0,0,0,0,0,0,1
Yale,Ivy,R64,29,22,0.7586206896551724,110.5,102.5,0.7034,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56.0,47.8,36.5,31.0,72.2,-0.9,14,0,2019,1,0,0,0,0,0,0,1
Bradley,MVC,R64,34,20,0.5882352941176471,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37.0,32.8,66.5,-7.9,15,0,2019,1,0,0,0,0,0,0,1
North Dakota St.,Sum,R64,33,19,0.5757575757575758,106.6,109.0,0.4369,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37.0,66.5,-8.6,16,0,2019,1,0,0,0,0,0,0,1
Virginia,ACC,Champions,38,35,0.9210526315789473,123.0,89.9,0.9736,55.2,44.7,14.7,17.5,30.4,25.4,29.1,26.3,52.5,45.7,39.5,28.9,60.7,11.1,1,1,2019,1,1,1,1,1,1,1,7
Tennessee,SEC,S16,36,31,0.8611111111111112,122.8,95.2,0.9488,55.3,48.1,15.8,18.0,31.6,30.2,33.3,34.9,55.4,44.7,36.7,35.4,68.8,9.9,2,1,2019,1,1,1,0,0,0,0,3
Purdue,B10,E8,36,26,0.7222222222222222,122.8,94.3,0.9539,53.6,49.0,15.8,18.6,34.5,27.0,29.9,31.7,51.5,47.2,37.4,34.2,67.0,6.1,3,1,2019,1,1,1,1,0,0,0,4
Kansas St.,B12,R64,34,25,0.7352941176470589,108.0,87.8,0.9151,49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,48.9,49.0,33.4,31.4,64.9,6.5,4,1,2019,1,0,0,0,0,0,0,1
Wisconsin,B10,R64,34,23,0.6764705882352942,108.2,88.6,0.9089,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,65.0,6.3,5,1,2019,1,0,0,0,0,0,0,1
Villanova,BE,R32,36,26,0.7222222222222222,114.6,98.9,0.8448,53.2,50.4,16.9,18.0,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,6,1,2019,1,1,0,0,0,0,0,2
Cincinnati,Amer,R64,35,28,0.8,112.3,93.8,0.8871,49.0,48.6,16.0,20.9,37.4,29.3,37.6,30.5,47.6,45.1,34.5,35.5,65.0,5.8,7,0,2019,1,0,0,0,0,0,0,1
Mississippi,SEC,R64,33,20,0.6060606060606061,113.3,97.9,0.8433,53.1,51.0,18.2,20.6,30.2,29.3,30.9,33.5,52.7,48.2,35.8,37.4,69.7,0.9,8,1,2019,1,0,0,0,0,0,0,1
Oklahoma,B12,R32,34,20,0.5882352941176471,110.5,93.1,0.878,50.4,47.5,17.0,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,70.3,2.5,9,1,2019,1,1,0,0,0,0,0,2
Iowa,B10,R32,35,23,0.6571428571428571,116.1,100.6,0.8385,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,70.9,3.2,10,1,2019,1,1,0,0,0,0,0,2
Saint Mary's,WCC,R64,34,22,0.6470588235294118,113.1,96.3,0.8637,53.8,48.9,16.2,16.3,31.2,23.0,29.1,29.1,52.3,49.2,37.8,32.1,64.1,-0.8,11,0,2019,1,0,0,0,0,0,0,1
Oregon,P12,S16,38,25,0.6578947368421053,108.1,91.7,0.8687,52.0,46.4,17.8,20.9,29.6,28.8,29.4,33.9,51.6,48.8,35.1,29.0,65.4,-1.1,12,1,2019,1,1,1,0,0,0,0,3
UC Irvine,BW,R32,36,31,0.8611111111111112,107.2,97.6,0.7458,51.3,44.1,17.5,16.7,33.7,27.0,28.7,33.0,50.1,40.7,35.9,33.9,66.6,0.7,13,0,2019,1,1,0,0,0,0,0,2
Old Dominion,CUSA,R64,35,26,0.7428571428571429,99.3,94.6,0.6339,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,65.9,-1.8,14,0,2019,1,0,0,0,0,0,0,1
Colgate,Pat,R64,34,24,0.7058823529411765,109.1,105.5,0.5961,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,67.9,-4.4,15,0,2019,1,0,0,0,0,0,0,1
Gardner Webb,BSth,R64,32,23,0.71875,106.0,106.6,0.4852,54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,53.6,50.4,37.7,33.7,68.7,-5.0,16,0,2019,1,0,0,0,0,0,0,1
North Carolina,ACC,S16,36,29,0.8055555555555556,120.1,91.4,0.9582,52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,52.1,47.9,36.2,33.5,76.0,10.0,1,1,2019,1,1,1,0,0,0,0,3
Kentucky,SEC,E8,37,30,0.8108108108108109,117.5,89.8,0.9568,53.0,46.6,18.6,17.9,36.8,25.5,41.9,26.8,52.9,43.6,35.4,34.3,66.9,8.8,2,1,2019,1,1,1,1,0,0,0,4
Houston,Amer,S16,37,33,0.8918918918918919,115.7,90.5,0.9439,52.1,42.5,16.5,18.2,34.4,26.0,31.6,37.3,51.3,43.0,35.5,27.9,67.3,7.8,3,0,2019,1,1,1,0,0,0,0,3
Kansas,B12,R32,36,26,0.7222222222222222,112.9,92.4,0.9092,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46.0,35.0,33.6,71.5,8.3,4,1,2019,1,1,0,0,0,0,0,2
Auburn,SEC,F4,39,30,0.7692307692307693,121.3,95.2,0.942,54.4,51.7,16.8,24.6,31.6,32.8,30.9,36.4,51.7,51.4,38.1,34.8,69.3,6.1,5,1,2019,1,1,1,1,1,0,0,5
Iowa St.,B12,R64,35,23,0.6571428571428571,118.4,96.6,0.912,54.7,48.4,16.3,18.8,28.3,30.1,30.0,23.6,55.0,47.1,36.2,33.6,69.1,4.3,6,1,2019,1,0,0,0,0,0,0,1
Wofford,SC,R32,32,30,0.9375,116.4,97.1,0.8892,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,67.1,4.0,7,0,2019,1,1,0,0,0,0,0,2
Utah St.,MWC,R64,34,28,0.8235294117647058,111.3,96.8,0.8329,53.9,46.5,18.2,17.3,32.0,22.3,36.7,34.3,54.2,42.2,35.7,35.3,69.6,2.0,8,0,2019,1,0,0,0,0,0,0,1
Washington,P12,R32,36,27,0.75,105.6,93.1,0.8097,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34.0,51.9,46.0,35.0,33.4,67.3,3.1,9,1,2019,1,1,0,0,0,0,0,2
Seton Hall,BE,R64,34,20,0.5882352941176471,107.9,96.9,0.7749,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34.0,70.4,-0.4,10,1,2019,1,0,0,0,0,0,0,1
Ohio St.,B10,R32,35,20,0.5714285714285714,107.8,93.8,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,11,1,2019,1,1,0,0,0,0,0,2
New Mexico St.,WAC,R64,33,30,0.9090909090909091,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37.0,22.5,34.6,32.5,56.7,48.0,34.0,33.5,67.1,1.4,12,0,2019,1,0,0,0,0,0,0,1
Northeastern,CAA,R64,34,23,0.6764705882352942,109.1,102.5,0.6712,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53.0,38.2,33.7,67.5,-2.8,13,0,2019,1,0,0,0,0,0,0,1
Georgia St.,SB,R64,33,24,0.7272727272727273,106.4,101.1,0.6418,53.7,50.3,16.4,21.0,23.0,33.8,35.4,30.9,51.2,51.2,38.1,32.8,71.3,-1.3,14,0,2019,1,0,0,0,0,0,0,1
Abilene Christian,Slnd,R64,30,27,0.9,100.9,100.7,0.5064,51.9,49.8,17.3,23.3,27.0,28.5,34.0,38.3,49.5,49.8,37.7,33.3,67.1,-2.6,15,0,2019,1,0,0,0,0,0,0,1
Iona,MAAC,R64,33,17,0.5151515151515151,105.2,108.8,0.4044,53.0,52.3,17.3,18.5,25.1,30.7,36.8,28.5,53.2,50.3,35.1,36.6,71.9,-10.4,16,0,2019,1,0,0,0,0,0,0,1
Gonzaga,WCC,E8,37,33,0.8918918918918919,123.4,89.9,0.9744,59.0,44.2,14.9,19.0,31.5,26.8,35.3,25.9,61.4,43.4,36.3,30.4,72.0,7.0,1,0,2019,1,1,1,1,0,0,0,4
Michigan,B10,S16,37,30,0.8108108108108109,114.6,85.6,0.9665,51.6,44.1,13.9,18.0,24.7,24.8,27.5,24.1,51.8,44.3,34.2,29.1,65.9,9.2,2,1,2019,1,1,1,0,0,0,0,3
Texas Tech,B12,2ND,38,31,0.8157894736842105,115.2,85.2,0.9696,53.5,43.0,17.7,22.8,27.4,28.7,32.9,36.6,52.8,41.9,36.5,29.7,67.5,7.0,3,1,2019,1,1,1,1,1,1,0,6
Florida St.,ACC,S16,37,29,0.7837837837837838,111.7,90.9,0.9146,50.5,47.2,18.9,20.3,32.8,27.0,35.8,35.7,50.9,45.3,33.2,33.5,70.0,7.6,4,1,2019,1,1,1,0,0,0,0,3
Marquette,BE,R64,34,24,0.7058823529411765,111.7,95.9,0.8524,53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,50.0,45.1,38.8,32.4,70.5,2.7,5,1,2019,1,0,0,0,0,0,0,1
Buffalo,MAC,R32,35,32,0.9142857142857143,113.6,95.3,0.8819,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,6,0,2019,1,1,0,0,0,0,0,2
Nevada,MWC,R64,34,29,0.8529411764705882,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28.0,54.9,46.3,34.7,33.2,70.8,3.8,7,0,2019,1,0,0,0,0,0,0,1
Syracuse,ACC,R64,34,20,0.5882352941176471,110.5,94.2,0.8622,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,67.3,0.4,8,1,2019,1,0,0,0,0,0,0,1
Baylor,B12,R32,34,20,0.5882352941176471,114.6,99.2,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,9,1,2019,1,1,0,0,0,0,0,2
Florida,SEC,R32,36,20,0.5555555555555556,110.3,91.6,0.8947,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,64.3,0.7,10,1,2019,1,1,0,0,0,0,0,2
Arizona St.,P12,R64,34,23,0.6764705882352942,108.7,97.6,0.775,50.6,48.5,18.7,19.0,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,71.9,0.1,11,1,2019,1,0,0,0,0,0,0,1
Murray St.,OVC,R32,31,28,0.9032258064516129,110.4,98.6,0.7852,54.8,46.5,17.2,19.4,32.0,30.7,33.5,27.4,56.2,48.3,34.9,28.9,70.2,1.2,12,0,2019,1,1,0,0,0,0,0,2
Vermont,AE,R64,33,27,0.8181818181818182,107.0,98.1,0.7324,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,66.7,-1.0,13,0,2019,1,0,0,0,0,0,0,1
Northern Kentucky,Horz,R64,33,26,0.7878787878787878,107.8,101.3,0.6719,54.6,49.1,17.8,18.4,30.6,26.0,34.8,35.2,55.0,49.9,36.0,32.0,69.3,-2.2,14,0,2019,1,0,0,0,0,0,0,1
Montana,BSky,R64,33,26,0.7878787878787878,106.2,103.2,0.5812,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,68.0,-3.2,15,0,2019,1,0,0,0,0,0,0,1
Fairleigh Dickinson,NEC,R64,33,21,0.6363636363636364,104.5,110.3,0.3494,54.2,52.0,19.7,20.2,29.5,33.2,35.7,29.4,51.0,51.3,40.1,35.3,68.0,-9.3,16,0,2019,1,0,0,0,0,0,0,1
Michigan,B10,E8,24,20,0.8333333333333334,118.1,91.1,0.9521,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,66.9,7.2,1,1,2021,1,1,1,1,0,0,0,4
Alabama,SEC,S16,30,24,0.8,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2,1,2021,1,1,1,0,0,0,0,3
Texas,B12,R64,26,19,0.7307692307692307,113.8,93.5,0.9058,52.9,46.7,20.2,17.8,31.3,26.9,34.0,36.7,52.4,45.8,35.7,32.3,69.1,4.2,3,1,2021,1,0,0,0,0,0,0,1
Florida St.,ACC,S16,22,16,0.7272727272727273,117.8,94.0,0.9305,54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,52.1,44.2,39.0,33.3,70.4,2.5,4,1,2021,1,1,1,0,0,0,0,3
Colorado,P12,R32,30,22,0.7333333333333333,113.7,93.5,0.9045,52.0,47.7,16.8,19.8,30.9,25.6,29.9,28.0,50.3,46.5,36.7,33.3,66.3,2.6,5,1,2021,1,1,0,0,0,0,0,2
BYU,WCC,R64,25,20,0.8,112.8,93.3,0.8991,55.0,46.6,19.0,16.0,28.6,23.3,27.8,29.4,54.5,45.5,37.3,32.4,68.2,3.3,6,0,2021,1,0,0,0,0,0,0,1
